call_id,timestamp,region,call_type,call_duration,priority_level,agent_available,weather_flag,is_holiday,call_volume_next_interval,hour,day_of_week,is_weekend,lag_1,rolling_call_count,moving_avg_3
6791,2025-01-24 13:55:00,Central,Medical,720,3,14,Normal,0,28,13,4,0,37.0,82.0,27.333333333333332
6792,2025-01-24 14:00:00,North,Medical,896,3,13,Normal,0,16,14,4,0,28.0,81.0,27.0
6793,2025-01-24 14:05:00,South,Police,306,2,5,Normal,0,24,14,4,0,16.0,68.0,22.666666666666668
6794,2025-01-24 14:10:00,Central,Police,769,2,26,Normal,1,33,14,4,0,24.0,73.0,24.333333333333332
6795,2025-01-24 14:15:00,South,Fire,729,4,29,Normal,0,25,14,4,0,33.0,82.0,27.333333333333332
6796,2025-01-24 14:20:00,North,Other,271,1,28,Severe,0,38,14,4,0,25.0,96.0,32.0
6797,2025-01-24 14:25:00,East,Police,657,2,18,Normal,0,19,14,4,0,38.0,82.0,27.333333333333332
6798,2025-01-24 14:30:00,West,Other,269,1,21,Normal,0,22,14,4,0,19.0,79.0,26.333333333333332
6799,2025-01-24 14:35:00,Central,Police,774,2,19,Normal,0,27,14,4,0,22.0,68.0,22.666666666666668
6800,2025-01-24 14:40:00,South,Other,118,1,22,Normal,0,20,14,4,0,27.0,69.0,23.0
6801,2025-01-24 14:45:00,West,Police,636,2,10,Normal,0,21,14,4,0,20.0,68.0,22.666666666666668
6802,2025-01-24 14:50:00,South,Medical,571,3,7,Normal,0,16,14,4,0,21.0,57.0,19.0
6803,2025-01-24 14:55:00,East,Police,583,2,23,Normal,0,19,14,4,0,16.0,56.0,18.666666666666668
6804,2025-01-24 15:00:00,North,Police,274,2,19,Normal,0,11,15,4,0,19.0,46.0,15.333333333333334
6805,2025-01-24 15:05:00,East,Fire,1119,4,27,Normal,0,21,15,4,0,11.0,51.0,17.0
6806,2025-01-24 15:10:00,West,Medical,861,3,17,Severe,0,33,15,4,0,21.0,65.0,21.666666666666668
6807,2025-01-24 15:15:00,South,Medical,756,3,27,Normal,0,20,15,4,0,33.0,74.0,24.666666666666668
6808,2025-01-24 15:20:00,West,Medical,785,3,16,Normal,0,21,15,4,0,20.0,74.0,24.666666666666668
6809,2025-01-24 15:25:00,East,Medical,349,3,18,Normal,0,20,15,4,0,21.0,61.0,20.333333333333332
6810,2025-01-24 15:30:00,East,Fire,566,4,15,Normal,0,15,15,4,0,20.0,56.0,18.666666666666668
6811,2025-01-24 15:35:00,South,Medical,671,3,7,Severe,0,46,15,4,0,15.0,81.0,27.0
6812,2025-01-24 15:40:00,North,Police,626,2,8,Normal,0,27,15,4,0,46.0,88.0,29.333333333333332
6813,2025-01-24 15:45:00,South,Other,381,1,23,Normal,0,21,15,4,0,27.0,94.0,31.333333333333332
6814,2025-01-24 15:50:00,West,Police,427,2,7,Normal,0,18,15,4,0,21.0,66.0,22.0
6815,2025-01-24 15:55:00,West,Medical,606,3,5,Severe,0,29,15,4,0,18.0,68.0,22.666666666666668
6816,2025-01-24 16:00:00,North,Police,322,2,9,Normal,0,16,16,4,0,29.0,63.0,21.0
6817,2025-01-24 16:05:00,West,Medical,643,3,18,Normal,1,35,16,4,0,16.0,80.0,26.666666666666668
6818,2025-01-24 16:10:00,Central,Medical,446,3,11,Normal,0,23,16,4,0,35.0,74.0,24.666666666666668
6819,2025-01-24 16:15:00,South,Medical,813,3,19,Normal,1,27,16,4,0,23.0,85.0,28.333333333333332
6820,2025-01-24 16:20:00,Central,Police,347,2,19,Normal,0,22,16,4,0,27.0,72.0,24.0
6821,2025-01-24 16:25:00,South,Fire,801,4,24,Normal,0,21,16,4,0,22.0,70.0,23.333333333333332
6822,2025-01-24 16:30:00,Central,Medical,829,3,7,Severe,0,41,16,4,0,21.0,84.0,28.0
6823,2025-01-24 16:35:00,West,Medical,345,3,19,Severe,0,44,16,4,0,41.0,106.0,35.333333333333336
6824,2025-01-24 16:40:00,West,Police,425,2,12,Normal,0,20,16,4,0,44.0,105.0,35.0
6825,2025-01-24 16:45:00,Central,Police,288,2,25,Normal,0,21,16,4,0,20.0,85.0,28.333333333333332
6826,2025-01-24 16:50:00,South,Police,265,2,22,Normal,0,14,16,4,0,21.0,55.0,18.333333333333332
6827,2025-01-24 16:55:00,East,Fire,799,4,8,Normal,0,16,16,4,0,14.0,51.0,17.0
6828,2025-01-24 17:00:00,West,Police,298,2,19,Normal,0,20,17,4,0,16.0,50.0,16.666666666666668
6829,2025-01-24 17:05:00,North,Other,186,1,19,Normal,0,13,17,4,0,20.0,49.0,16.333333333333332
6830,2025-01-24 17:10:00,South,Medical,707,3,27,Normal,0,14,17,4,0,13.0,47.0,15.666666666666666
6831,2025-01-24 17:15:00,West,Medical,827,3,28,Normal,0,23,17,4,0,14.0,50.0,16.666666666666668
6832,2025-01-24 17:20:00,South,Police,742,2,10,Normal,0,24,17,4,0,23.0,61.0,20.333333333333332
6833,2025-01-24 17:25:00,North,Police,652,2,7,Normal,0,23,17,4,0,24.0,70.0,23.333333333333332
6834,2025-01-24 17:30:00,East,Medical,579,3,7,Normal,0,22,17,4,0,23.0,69.0,23.0
6835,2025-01-24 17:35:00,West,Medical,443,3,18,Normal,0,21,17,4,0,22.0,66.0,22.0
6836,2025-01-24 17:40:00,West,Fire,640,4,22,Normal,0,19,17,4,0,21.0,62.0,20.666666666666668
6837,2025-01-24 17:45:00,East,Medical,648,3,23,Normal,0,22,17,4,0,19.0,62.0,20.666666666666668
6838,2025-01-24 17:50:00,North,Fire,711,4,11,Normal,0,26,17,4,0,22.0,67.0,22.333333333333332
6839,2025-01-24 17:55:00,North,Police,205,2,14,Normal,0,21,17,4,0,26.0,69.0,23.0
6840,2025-01-24 18:00:00,East,Police,275,2,25,Normal,0,36,18,4,0,21.0,83.0,27.666666666666668
6841,2025-01-24 18:05:00,Central,Other,396,1,23,Normal,0,41,18,4,0,36.0,98.0,32.666666666666664
6842,2025-01-24 18:10:00,Central,Medical,437,3,26,Severe,0,37,18,4,0,41.0,114.0,38.0
6843,2025-01-24 18:15:00,North,Fire,1155,4,13,Normal,0,44,18,4,0,37.0,122.0,40.666666666666664
6844,2025-01-24 18:20:00,Central,Medical,834,3,9,Normal,0,37,18,4,0,44.0,118.0,39.333333333333336
6845,2025-01-24 18:25:00,East,Fire,1086,4,8,Normal,0,31,18,4,0,37.0,112.0,37.333333333333336
6846,2025-01-24 18:30:00,North,Fire,1148,4,14,Normal,0,30,18,4,0,31.0,98.0,32.666666666666664
6847,2025-01-24 18:35:00,South,Fire,803,4,11,Normal,0,31,18,4,0,30.0,92.0,30.666666666666668
6848,2025-01-24 18:40:00,West,Fire,437,4,25,Normal,0,30,18,4,0,31.0,91.0,30.333333333333332
6849,2025-01-24 18:45:00,West,Medical,577,3,9,Normal,0,46,18,4,0,30.0,107.0,35.666666666666664
6850,2025-01-24 18:50:00,North,Fire,557,4,13,Normal,1,51,18,4,0,46.0,127.0,42.333333333333336
6851,2025-01-24 18:55:00,West,Police,434,2,22,Normal,0,27,18,4,0,51.0,124.0,41.333333333333336
6852,2025-01-24 19:00:00,East,Other,290,1,14,Normal,0,39,19,4,0,27.0,117.0,39.0
6853,2025-01-24 19:05:00,South,Medical,368,3,23,Normal,0,37,19,4,0,39.0,103.0,34.333333333333336
6854,2025-01-24 19:10:00,North,Fire,413,4,7,Normal,0,35,19,4,0,37.0,111.0,37.0
6855,2025-01-24 19:15:00,South,Medical,794,3,23,Severe,0,35,19,4,0,35.0,107.0,35.666666666666664
6856,2025-01-24 19:20:00,Central,Police,440,2,8,Normal,0,36,19,4,0,35.0,106.0,35.333333333333336
6857,2025-01-24 19:25:00,North,Medical,875,3,25,Normal,0,35,19,4,0,36.0,106.0,35.333333333333336
6858,2025-01-24 19:30:00,East,Police,315,2,15,Normal,0,27,19,4,0,35.0,98.0,32.666666666666664
6859,2025-01-24 19:35:00,West,Other,239,1,7,Normal,0,30,19,4,0,27.0,92.0,30.666666666666668
6860,2025-01-24 19:40:00,Central,Other,110,1,16,Normal,0,32,19,4,0,30.0,89.0,29.666666666666668
6861,2025-01-24 19:45:00,North,Medical,803,3,25,Normal,0,27,19,4,0,32.0,89.0,29.666666666666668
6862,2025-01-24 19:50:00,East,Medical,332,3,15,Normal,0,32,19,4,0,27.0,91.0,30.333333333333332
6863,2025-01-24 19:55:00,North,Police,444,2,13,Normal,0,33,19,4,0,32.0,92.0,30.666666666666668
6864,2025-01-24 20:00:00,East,Other,239,1,7,Normal,0,28,20,4,0,33.0,93.0,31.0
6865,2025-01-24 20:05:00,North,Other,186,1,24,Normal,0,28,20,4,0,28.0,89.0,29.666666666666668
6866,2025-01-24 20:10:00,North,Medical,393,3,7,Normal,0,33,20,4,0,28.0,89.0,29.666666666666668
6867,2025-01-24 20:15:00,Central,Medical,520,3,14,Normal,0,23,20,4,0,33.0,84.0,28.0
6868,2025-01-24 20:20:00,East,Other,312,1,18,Normal,0,30,20,4,0,23.0,86.0,28.666666666666668
6869,2025-01-24 20:25:00,North,Other,195,1,16,Severe,0,44,20,4,0,30.0,97.0,32.333333333333336
6870,2025-01-24 20:30:00,North,Fire,934,4,25,Normal,0,30,20,4,0,44.0,104.0,34.666666666666664
6871,2025-01-24 20:35:00,Central,Police,439,2,17,Normal,0,30,20,4,0,30.0,104.0,34.666666666666664
6872,2025-01-24 20:40:00,South,Medical,646,3,26,Normal,0,32,20,4,0,30.0,92.0,30.666666666666668
6873,2025-01-24 20:45:00,West,Other,303,1,10,Normal,0,23,20,4,0,32.0,85.0,28.333333333333332
6874,2025-01-24 20:50:00,West,Medical,443,3,22,Normal,0,30,20,4,0,23.0,85.0,28.333333333333332
6875,2025-01-24 20:55:00,East,Police,340,2,23,Normal,0,34,20,4,0,30.0,87.0,29.0
6876,2025-01-24 21:00:00,East,Fire,1064,4,6,Normal,0,24,21,4,0,34.0,88.0,29.333333333333332
6877,2025-01-24 21:05:00,North,Medical,404,3,7,Normal,0,19,21,4,0,24.0,77.0,25.666666666666668
6878,2025-01-24 21:10:00,North,Fire,702,4,5,Normal,0,29,21,4,0,19.0,72.0,24.0
6879,2025-01-24 21:15:00,East,Medical,591,3,28,Normal,0,27,21,4,0,29.0,75.0,25.0
6880,2025-01-24 21:20:00,South,Police,604,2,16,Normal,0,17,21,4,0,27.0,73.0,24.333333333333332
6881,2025-01-24 21:25:00,West,Fire,825,4,23,Normal,0,19,21,4,0,17.0,63.0,21.0
6882,2025-01-24 21:30:00,East,Police,669,2,8,Normal,0,26,21,4,0,19.0,62.0,20.666666666666668
6883,2025-01-24 21:35:00,North,Medical,866,3,17,Normal,0,19,21,4,0,26.0,64.0,21.333333333333332
6884,2025-01-24 21:40:00,North,Police,741,2,20,Severe,0,39,21,4,0,19.0,84.0,28.0
6885,2025-01-24 21:45:00,South,Medical,344,3,17,Normal,0,20,21,4,0,39.0,78.0,26.0
6886,2025-01-24 21:50:00,East,Medical,528,3,18,Normal,0,19,21,4,0,20.0,78.0,26.0
6887,2025-01-24 21:55:00,North,Medical,645,3,15,Normal,0,19,21,4,0,19.0,58.0,19.333333333333332
6888,2025-01-24 22:00:00,East,Medical,819,3,13,Normal,0,32,22,4,0,19.0,70.0,23.333333333333332
6889,2025-01-24 22:05:00,Central,Medical,799,3,29,Normal,0,16,22,4,0,32.0,67.0,22.333333333333332
6890,2025-01-24 22:10:00,Central,Medical,676,3,27,Severe,0,40,22,4,0,16.0,88.0,29.333333333333332
6891,2025-01-24 22:15:00,North,Fire,589,4,25,Normal,0,23,22,4,0,40.0,79.0,26.333333333333332
6892,2025-01-24 22:20:00,North,Medical,322,3,11,Severe,0,50,22,4,0,23.0,113.0,37.666666666666664
6893,2025-01-24 22:25:00,East,Police,211,2,12,Normal,0,26,22,4,0,50.0,99.0,33.0
6894,2025-01-24 22:30:00,East,Police,459,2,11,Normal,0,21,22,4,0,26.0,97.0,32.333333333333336
6895,2025-01-24 22:35:00,South,Fire,422,4,6,Normal,0,16,22,4,0,21.0,63.0,21.0
6896,2025-01-24 22:40:00,North,Medical,639,3,18,Normal,0,14,22,4,0,16.0,51.0,17.0
6897,2025-01-24 22:45:00,North,Other,372,1,17,Normal,0,16,22,4,0,14.0,46.0,15.333333333333334
6898,2025-01-24 22:50:00,South,Police,228,2,14,Normal,0,20,22,4,0,16.0,50.0,16.666666666666668
6899,2025-01-24 22:55:00,North,Police,353,2,25,Normal,0,15,22,4,0,20.0,51.0,17.0
6900,2025-01-24 23:00:00,South,Police,201,2,5,Normal,0,18,23,4,0,15.0,53.0,17.666666666666668
6901,2025-01-24 23:05:00,North,Fire,996,4,26,Normal,0,20,23,4,0,18.0,53.0,17.666666666666668
6902,2025-01-24 23:10:00,West,Fire,1009,4,14,Severe,1,59,23,4,0,20.0,97.0,32.333333333333336
6903,2025-01-24 23:15:00,East,Medical,328,3,11,Normal,0,22,23,4,0,59.0,101.0,33.666666666666664
6904,2025-01-24 23:20:00,North,Fire,860,4,28,Normal,0,16,23,4,0,22.0,97.0,32.333333333333336
6905,2025-01-24 23:25:00,Central,Police,599,2,17,Normal,0,15,23,4,0,16.0,53.0,17.666666666666668
6906,2025-01-24 23:30:00,West,Police,684,2,5,Normal,0,23,23,4,0,15.0,54.0,18.0
6907,2025-01-24 23:35:00,North,Fire,1190,4,19,Normal,0,16,23,4,0,23.0,54.0,18.0
6908,2025-01-24 23:40:00,South,Fire,1127,4,21,Normal,0,21,23,4,0,16.0,60.0,20.0
6909,2025-01-24 23:45:00,Central,Other,217,1,29,Severe,0,36,23,4,0,21.0,73.0,24.333333333333332
6910,2025-01-24 23:50:00,North,Other,297,1,5,Normal,0,25,23,4,0,36.0,82.0,27.333333333333332
6911,2025-01-24 23:55:00,North,Medical,307,3,28,Severe,0,40,23,4,0,25.0,101.0,33.666666666666664
6912,2025-01-25 00:00:00,North,Medical,791,3,23,Normal,0,20,0,5,1,40.0,85.0,28.333333333333332
6913,2025-01-25 00:05:00,West,Medical,643,3,12,Normal,0,19,0,5,1,20.0,79.0,26.333333333333332
6914,2025-01-25 00:10:00,West,Medical,611,3,28,Normal,0,27,0,5,1,19.0,66.0,22.0
6915,2025-01-25 00:15:00,East,Medical,664,3,7,Normal,0,17,0,5,1,27.0,63.0,21.0
6916,2025-01-25 00:20:00,West,Medical,796,3,14,Severe,0,43,0,5,1,17.0,87.0,29.0
6917,2025-01-25 00:25:00,South,Medical,627,3,6,Normal,0,26,0,5,1,43.0,86.0,28.666666666666668
6918,2025-01-25 00:30:00,South,Medical,656,3,28,Normal,0,22,0,5,1,26.0,91.0,30.333333333333332
6919,2025-01-25 00:35:00,East,Other,272,1,9,Normal,0,22,0,5,1,22.0,70.0,23.333333333333332
6920,2025-01-25 00:40:00,East,Police,703,2,6,Normal,0,17,0,5,1,22.0,61.0,20.333333333333332
6921,2025-01-25 00:45:00,South,Police,396,2,26,Normal,0,22,0,5,1,17.0,61.0,20.333333333333332
6922,2025-01-25 00:50:00,North,Medical,436,3,22,Normal,0,24,0,5,1,22.0,63.0,21.0
6923,2025-01-25 00:55:00,West,Medical,419,3,17,Normal,0,20,0,5,1,24.0,66.0,22.0
6924,2025-01-25 01:00:00,Central,Fire,775,4,16,Normal,0,22,1,5,1,20.0,66.0,22.0
6925,2025-01-25 01:05:00,South,Fire,631,4,15,Normal,0,35,1,5,1,22.0,77.0,25.666666666666668
6926,2025-01-25 01:10:00,West,Medical,382,3,23,Severe,0,35,1,5,1,35.0,92.0,30.666666666666668
6927,2025-01-25 01:15:00,West,Medical,779,3,13,Normal,0,27,1,5,1,35.0,97.0,32.333333333333336
6928,2025-01-25 01:20:00,South,Medical,898,3,26,Normal,0,15,1,5,1,27.0,77.0,25.666666666666668
6929,2025-01-25 01:25:00,South,Fire,460,4,10,Normal,0,24,1,5,1,15.0,66.0,22.0
6930,2025-01-25 01:30:00,North,Medical,699,3,21,Normal,0,26,1,5,1,24.0,65.0,21.666666666666668
6931,2025-01-25 01:35:00,East,Other,311,1,7,Normal,0,15,1,5,1,26.0,65.0,21.666666666666668
6932,2025-01-25 01:40:00,South,Other,328,1,11,Normal,0,16,1,5,1,15.0,57.0,19.0
6933,2025-01-25 01:45:00,Central,Medical,557,3,9,Normal,0,18,1,5,1,16.0,49.0,16.333333333333332
6934,2025-01-25 01:50:00,North,Other,272,1,17,Normal,0,19,1,5,1,18.0,53.0,17.666666666666668
6935,2025-01-25 01:55:00,West,Police,781,2,22,Severe,0,30,1,5,1,19.0,67.0,22.333333333333332
6936,2025-01-25 02:00:00,South,Medical,625,3,9,Normal,0,21,2,5,1,30.0,70.0,23.333333333333332
6937,2025-01-25 02:05:00,East,Police,702,2,29,Normal,0,21,2,5,1,21.0,72.0,24.0
6938,2025-01-25 02:10:00,Central,Medical,430,3,20,Normal,0,26,2,5,1,21.0,68.0,22.666666666666668
6939,2025-01-25 02:15:00,South,Medical,377,3,19,Normal,0,18,2,5,1,26.0,65.0,21.666666666666668
6940,2025-01-25 02:20:00,West,Medical,327,3,21,Normal,0,16,2,5,1,18.0,60.0,20.0
6941,2025-01-25 02:25:00,East,Other,110,1,5,Normal,0,15,2,5,1,16.0,49.0,16.333333333333332
6942,2025-01-25 02:30:00,South,Medical,457,3,17,Normal,0,23,2,5,1,15.0,54.0,18.0
6943,2025-01-25 02:35:00,West,Police,353,2,22,Normal,0,25,2,5,1,23.0,63.0,21.0
6944,2025-01-25 02:40:00,Central,Police,634,2,5,Normal,0,20,2,5,1,25.0,68.0,22.666666666666668
6945,2025-01-25 02:45:00,East,Police,337,2,10,Normal,0,23,2,5,1,20.0,68.0,22.666666666666668
6946,2025-01-25 02:50:00,South,Medical,810,3,18,Normal,0,22,2,5,1,23.0,65.0,21.666666666666668
6947,2025-01-25 02:55:00,West,Fire,1173,4,20,Normal,0,25,2,5,1,22.0,70.0,23.333333333333332
6948,2025-01-25 03:00:00,Central,Other,245,1,12,Normal,0,24,3,5,1,25.0,71.0,23.666666666666668
6949,2025-01-25 03:05:00,South,Other,392,1,14,Normal,0,16,3,5,1,24.0,65.0,21.666666666666668
6950,2025-01-25 03:10:00,West,Medical,432,3,13,Severe,0,32,3,5,1,16.0,72.0,24.0
6951,2025-01-25 03:15:00,West,Other,144,1,7,Normal,0,17,3,5,1,32.0,65.0,21.666666666666668
6952,2025-01-25 03:20:00,West,Police,613,2,21,Normal,0,19,3,5,1,17.0,68.0,22.666666666666668
6953,2025-01-25 03:25:00,North,Fire,818,4,24,Normal,0,15,3,5,1,19.0,51.0,17.0
6954,2025-01-25 03:30:00,South,Other,351,1,12,Normal,0,19,3,5,1,15.0,53.0,17.666666666666668
6955,2025-01-25 03:35:00,West,Police,334,2,26,Normal,0,13,3,5,1,19.0,47.0,15.666666666666666
6956,2025-01-25 03:40:00,West,Medical,440,3,10,Normal,0,19,3,5,1,13.0,51.0,17.0
6957,2025-01-25 03:45:00,Central,Other,244,1,20,Normal,0,19,3,5,1,19.0,51.0,17.0
6958,2025-01-25 03:50:00,South,Medical,512,3,20,Normal,0,21,3,5,1,19.0,59.0,19.666666666666668
6959,2025-01-25 03:55:00,West,Fire,451,4,23,Normal,0,13,3,5,1,21.0,53.0,17.666666666666668
6960,2025-01-25 04:00:00,West,Medical,763,3,28,Severe,0,31,4,5,1,13.0,65.0,21.666666666666668
6961,2025-01-25 04:05:00,South,Medical,358,3,26,Normal,0,13,4,5,1,31.0,57.0,19.0
6962,2025-01-25 04:10:00,West,Medical,784,3,10,Normal,0,23,4,5,1,13.0,67.0,22.333333333333332
6963,2025-01-25 04:15:00,South,Fire,588,4,19,Normal,0,16,4,5,1,23.0,52.0,17.333333333333332
6964,2025-01-25 04:20:00,South,Other,193,1,25,Severe,0,50,4,5,1,16.0,89.0,29.666666666666668
6965,2025-01-25 04:25:00,North,Fire,746,4,25,Normal,0,18,4,5,1,50.0,84.0,28.0
6966,2025-01-25 04:30:00,East,Police,428,2,9,Normal,0,9,4,5,1,18.0,77.0,25.666666666666668
6967,2025-01-25 04:35:00,North,Medical,470,3,10,Normal,0,18,4,5,1,9.0,45.0,15.0
6968,2025-01-25 04:40:00,East,Medical,416,3,23,Normal,0,17,4,5,1,18.0,44.0,14.666666666666666
6969,2025-01-25 04:45:00,South,Fire,403,4,25,Normal,0,16,4,5,1,17.0,51.0,17.0
6970,2025-01-25 04:50:00,North,Medical,809,3,16,Normal,0,17,4,5,1,16.0,50.0,16.666666666666668
6971,2025-01-25 04:55:00,South,Medical,600,3,11,Normal,1,44,4,5,1,17.0,77.0,25.666666666666668
6972,2025-01-25 05:00:00,North,Police,543,2,7,Normal,0,22,5,5,1,44.0,83.0,27.666666666666668
6973,2025-01-25 05:05:00,Central,Police,583,2,25,Normal,0,25,5,5,1,22.0,91.0,30.333333333333332
6974,2025-01-25 05:10:00,Central,Fire,898,4,26,Normal,0,22,5,5,1,25.0,69.0,23.0
6975,2025-01-25 05:15:00,North,Medical,899,3,19,Normal,0,18,5,5,1,22.0,65.0,21.666666666666668
6976,2025-01-25 05:20:00,East,Fire,645,4,24,Severe,0,45,5,5,1,18.0,85.0,28.333333333333332
6977,2025-01-25 05:25:00,North,Medical,832,3,20,Normal,0,24,5,5,1,45.0,87.0,29.0
6978,2025-01-25 05:30:00,West,Medical,408,3,8,Normal,1,34,5,5,1,24.0,103.0,34.333333333333336
6979,2025-01-25 05:35:00,South,Fire,937,4,24,Normal,0,20,5,5,1,34.0,78.0,26.0
6980,2025-01-25 05:40:00,South,Other,209,1,12,Severe,0,42,5,5,1,20.0,96.0,32.0
6981,2025-01-25 05:45:00,Central,Medical,380,3,9,Normal,0,14,5,5,1,42.0,76.0,25.333333333333332
6982,2025-01-25 05:50:00,East,Police,655,2,17,Normal,0,16,5,5,1,14.0,72.0,24.0
6983,2025-01-25 05:55:00,East,Medical,307,3,6,Normal,1,23,5,5,1,16.0,53.0,17.666666666666668
6984,2025-01-25 06:00:00,East,Medical,520,3,21,Normal,0,27,6,5,1,23.0,66.0,22.0
6985,2025-01-25 06:05:00,West,Police,416,2,8,Normal,0,22,6,5,1,27.0,72.0,24.0
6986,2025-01-25 06:10:00,South,Police,309,2,15,Normal,0,21,6,5,1,22.0,70.0,23.333333333333332
6987,2025-01-25 06:15:00,North,Medical,854,3,18,Normal,0,13,6,5,1,21.0,56.0,18.666666666666668
6988,2025-01-25 06:20:00,Central,Fire,1049,4,19,Normal,0,24,6,5,1,13.0,58.0,19.333333333333332
6989,2025-01-25 06:25:00,Central,Police,306,2,20,Normal,0,15,6,5,1,24.0,52.0,17.333333333333332
6990,2025-01-25 06:30:00,North,Medical,393,3,5,Normal,1,33,6,5,1,15.0,72.0,24.0
6991,2025-01-25 06:35:00,West,Police,368,2,7,Normal,0,17,6,5,1,33.0,65.0,21.666666666666668
6992,2025-01-25 06:40:00,South,Police,710,2,15,Normal,0,15,6,5,1,17.0,65.0,21.666666666666668
6993,2025-01-25 06:45:00,West,Fire,443,4,26,Normal,0,20,6,5,1,15.0,52.0,17.333333333333332
6994,2025-01-25 06:50:00,West,Other,187,1,8,Severe,0,50,6,5,1,20.0,85.0,28.333333333333332
6995,2025-01-25 06:55:00,East,Other,321,1,29,Normal,0,18,6,5,1,50.0,88.0,29.333333333333332
6996,2025-01-25 07:00:00,North,Medical,898,3,20,Normal,0,18,7,5,1,18.0,86.0,28.666666666666668
6997,2025-01-25 07:05:00,East,Other,242,1,24,Normal,0,19,7,5,1,18.0,55.0,18.333333333333332
6998,2025-01-25 07:10:00,North,Medical,806,3,26,Normal,0,16,7,5,1,19.0,53.0,17.666666666666668
6999,2025-01-25 07:15:00,East,Police,351,2,19,Normal,0,23,7,5,1,16.0,58.0,19.333333333333332
7000,2025-01-25 07:20:00,Central,Other,152,1,10,Normal,0,21,7,5,1,23.0,60.0,20.0
7001,2025-01-25 07:25:00,West,Medical,376,3,14,Normal,0,14,7,5,1,21.0,58.0,19.333333333333332
7002,2025-01-25 07:30:00,West,Other,373,1,23,Normal,0,20,7,5,1,14.0,55.0,18.333333333333332
7003,2025-01-25 07:35:00,North,Medical,453,3,9,Normal,0,25,7,5,1,20.0,59.0,19.666666666666668
7004,2025-01-25 07:40:00,Central,Fire,1092,4,7,Normal,0,24,7,5,1,25.0,69.0,23.0
7005,2025-01-25 07:45:00,South,Fire,1102,4,14,Normal,0,13,7,5,1,24.0,62.0,20.666666666666668
7006,2025-01-25 07:50:00,Central,Police,778,2,11,Normal,0,15,7,5,1,13.0,52.0,17.333333333333332
7007,2025-01-25 07:55:00,East,Medical,574,3,5,Normal,0,13,7,5,1,15.0,41.0,13.666666666666666
7008,2025-01-25 08:00:00,North,Other,323,1,11,Normal,0,27,8,5,1,13.0,55.0,18.333333333333332
7009,2025-01-25 08:05:00,West,Other,130,1,6,Normal,0,25,8,5,1,27.0,65.0,21.666666666666668
7010,2025-01-25 08:10:00,East,Police,333,2,21,Normal,0,33,8,5,1,25.0,85.0,28.333333333333332
7011,2025-01-25 08:15:00,North,Other,373,1,6,Normal,0,31,8,5,1,33.0,89.0,29.666666666666668
7012,2025-01-25 08:20:00,West,Fire,665,4,13,Normal,0,28,8,5,1,31.0,92.0,30.666666666666668
7013,2025-01-25 08:25:00,North,Medical,633,3,7,Normal,0,32,8,5,1,28.0,91.0,30.333333333333332
7014,2025-01-25 08:30:00,Central,Police,334,2,21,Normal,0,30,8,5,1,32.0,90.0,30.0
7015,2025-01-25 08:35:00,Central,Police,742,2,17,Normal,0,31,8,5,1,30.0,93.0,31.0
7016,2025-01-25 08:40:00,East,Fire,566,4,10,Normal,0,28,8,5,1,31.0,89.0,29.666666666666668
7017,2025-01-25 08:45:00,North,Fire,890,4,28,Normal,0,31,8,5,1,28.0,90.0,30.0
7018,2025-01-25 08:50:00,West,Medical,504,3,12,Normal,0,28,8,5,1,31.0,87.0,29.0
7019,2025-01-25 08:55:00,South,Other,307,1,21,Normal,0,24,8,5,1,28.0,83.0,27.666666666666668
7020,2025-01-25 09:00:00,Central,Other,181,1,27,Normal,0,37,9,5,1,24.0,89.0,29.666666666666668
7021,2025-01-25 09:05:00,North,Police,610,2,26,Normal,0,31,9,5,1,37.0,92.0,30.666666666666668
7022,2025-01-25 09:10:00,North,Other,384,1,11,Normal,0,41,9,5,1,31.0,109.0,36.333333333333336
7023,2025-01-25 09:15:00,South,Police,222,2,10,Normal,0,26,9,5,1,41.0,98.0,32.666666666666664
7024,2025-01-25 09:20:00,Central,Medical,395,3,8,Normal,1,41,9,5,1,26.0,108.0,36.0
7025,2025-01-25 09:25:00,North,Other,241,1,9,Normal,0,29,9,5,1,41.0,96.0,32.0
7026,2025-01-25 09:30:00,East,Medical,574,3,13,Normal,0,27,9,5,1,29.0,97.0,32.333333333333336
7027,2025-01-25 09:35:00,East,Police,301,2,24,Normal,0,30,9,5,1,27.0,86.0,28.666666666666668
7028,2025-01-25 09:40:00,East,Fire,496,4,11,Normal,0,37,9,5,1,30.0,94.0,31.333333333333332
7029,2025-01-25 09:45:00,East,Police,699,2,29,Normal,0,34,9,5,1,37.0,101.0,33.666666666666664
7030,2025-01-25 09:50:00,West,Other,200,1,22,Normal,0,32,9,5,1,34.0,103.0,34.333333333333336
7031,2025-01-25 09:55:00,East,Medical,804,3,20,Normal,0,29,9,5,1,32.0,95.0,31.666666666666668
7032,2025-01-25 10:00:00,North,Police,329,2,6,Normal,0,16,10,5,1,29.0,77.0,25.666666666666668
7033,2025-01-25 10:05:00,West,Police,740,2,24,Normal,1,27,10,5,1,16.0,72.0,24.0
7034,2025-01-25 10:10:00,North,Medical,406,3,28,Normal,0,19,10,5,1,27.0,62.0,20.666666666666668
7035,2025-01-25 10:15:00,South,Police,724,2,28,Severe,1,49,10,5,1,19.0,95.0,31.666666666666668
